Unnamed: 0.1,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph,tokenized_into
13942,13942,hypovolemia,hypervolemia,hypo-volemia,hypo,GPT-4,"['hyp', 'ov', 'olem', 'ia']",Incorrect,Incorrect,"['hyp', 'erv', 'olem', 'ia']",Incorrect,Incorrect,"['h', 'ypo', '-v', 'olem', 'ia']",Incorrect,Incorrect,byte_level_bpe,1,Over-segmented,hyp
13952,13952,immediacy,mediacy,im-mediacy,im,GPT-4,"['im', 'medi', 'acy']",Correct,Correct,"['medi', 'acy']",Incorrect,Incorrect,"['im', '-m', 'edi', 'acy']",Correct,Correct,byte_level_bpe,1,Correct,im
13982,13982,out-basket,in-basket,out--basket,out,GPT-4,"['out', '-basket']",Correct,Correct,"['in', '-basket']",Incorrect,Incorrect,"['out', '--', 'basket']",Correct,Correct,byte_level_bpe,1,Correct,out
14022,14022,outgo,income,out-go,out,GPT-4,"['out', 'go']",Correct,Correct,['income'],Not segmented,Not segmented,"['out', '-go']",Correct,Correct,byte_level_bpe,1,Correct,out
14042,14042,indispensability,dispensability,in-dispensability,in,GPT-4,"['ind', 'ispens', 'ability']",Incorrect,Correct,"['disp', 'ens', 'ability']",Incorrect,Incorrect,"['in', '-dis', 'p', 'ens', 'ability']",Correct,Correct,byte_level_bpe,1,Under-segmented,ind
14052,14052,indispensableness,dispensableness,in-dispensableness,in,GPT-4,"['ind', 'ispens', 'ab', 'leness']",Incorrect,Correct,"['disp', 'ens', 'ab', 'leness']",Incorrect,Incorrect,"['in', '-dis', 'p', 'ens', 'ab', 'leness']",Correct,Correct,byte_level_bpe,1,Under-segmented,ind
14062,14062,inerrancy,errancy,in-errancy,in,GPT-4,"['in', 'err', 'ancy']",Correct,Correct,"['err', 'ancy']",Incorrect,Incorrect,"['in', '-', 'err', 'ancy']",Correct,Correct,byte_level_bpe,1,Correct,in
14072,14072,infallibility,fallibility,in-fallibility,in,GPT-4,"['in', 'fall', 'ibility']",Correct,Correct,"['fall', 'ibility']",Incorrect,Incorrect,"['in', '-f', 'all', 'ibility']",Correct,Correct,byte_level_bpe,1,Correct,in
14092,14092,outfield,infield,out-field,out,GPT-4,"['out', 'field']",Correct,Correct,"['in', 'field']",Incorrect,Incorrect,"['out', '-field']",Correct,Correct,byte_level_bpe,1,Correct,out
14102,14102,infiniteness,finiteness,in-finiteness,in,GPT-4,"['inf', 'init', 'eness']",Incorrect,Correct,"['f', 'init', 'eness']",Incorrect,Correct,"['in', '-f', 'init', 'eness']",Correct,Correct,byte_level_bpe,1,Under-segmented,inf
14112,14112,deflationary_spiral,inflationary_spiral,de-flationary_spiral,de,GPT-4,"['def', 'lation', 'ary', '_s', 'pir', 'al']",Incorrect,Correct,"['in', 'flation', 'ary', '_s', 'pir', 'al']",Incorrect,Incorrect,"['de', '-fl', 'ation', 'ary', '_s', 'pir', 'al']",Correct,Correct,byte_level_bpe,1,Under-segmented,def
14122,14122,outflow,inflow,out-flow,out,GPT-4,"['out', 'flow']",Correct,Correct,"['in', 'flow']",Incorrect,Incorrect,"['out', '-flow']",Correct,Correct,byte_level_bpe,1,Correct,out
14132,14132,efflux,influx,ef-flux,ef,GPT-4,"['eff', 'lux']",Incorrect,Correct,"['in', 'flux']",Incorrect,Incorrect,"['ef', '-fl', 'ux']",Correct,Correct,byte_level_bpe,1,Under-segmented,eff
14162,14162,outpatient,inpatient,out-patient,out,GPT-4,"['out', 'patient']",Correct,Correct,"['in', 'patient']",Incorrect,Incorrect,"['out', '-p', 'atient']",Correct,Correct,byte_level_bpe,1,Correct,out
14332,14332,illicitness,licitness,il-licitness,il,GPT-4,"['il', 'licit', 'ness']",Correct,Correct,"['licit', 'ness']",Incorrect,Incorrect,"['il', '-', 'licit', 'ness']",Correct,Correct,byte_level_bpe,1,Correct,il
14402,14402,unloading,loading,un-loading,un,GPT-4,"['un', 'loading']",Correct,Correct,['loading'],Not segmented,Not segmented,"['un', '-loading']",Correct,Correct,byte_level_bpe,1,Correct,un
14542,14542,demobilization,mobilization,de-mobilization,de,GPT-4,"['dem', 'obil', 'ization']",Incorrect,Correct,"['m', 'obil', 'ization']",Incorrect,Incorrect,"['de', '-m', 'obil', 'ization']",Correct,Correct,byte_level_bpe,1,Under-segmented,dem
14572,14572,demonetization,monetization,de-monetization,de,GPT-4,"['d', 'emon', 'et', 'ization']",Incorrect,Incorrect,"['mon', 'et', 'ization']",Incorrect,Incorrect,"['de', '-m', 'onet', 'ization']",Correct,Correct,byte_level_bpe,1,Over-segmented,d
14592,14592,immortality,mortality,im-mortality,im,GPT-4,"['imm', 'ortality']",Incorrect,Correct,"['m', 'ortality']",Incorrect,Incorrect,"['im', '-m', 'ortality']",Correct,Correct,byte_level_bpe,1,Under-segmented,imm
14812,14812,defense,offense,de-fense,de,GPT-4,['defense'],Not segmented,Correct,"['off', 'ense']",Incorrect,Incorrect,"['de', '-f', 'ense']",Correct,Correct,byte_level_bpe,1,Under-segmented,defense
14842,14842,extraordinariness,ordinariness,extra-ordinariness,extra,GPT-4,"['extra', 'ordin', 'ar', 'iness']",Correct,Correct,"['ordin', 'ar', 'iness']",Incorrect,Incorrect,"['extra', '-', 'ordin', 'ar', 'iness']",Correct,Correct,byte_level_bpe,1,Correct,extra
14862,14862,underachievement,overachievement,under-achievement,under,GPT-4,"['under', 'achievement']",Correct,Correct,"['over', 'achievement']",Incorrect,Incorrect,"['under', '-', 'achievement']",Correct,Correct,byte_level_bpe,1,Correct,under
14872,14872,undergarment,overgarment,under-garment,under,GPT-4,"['under', 'gar', 'ment']",Correct,Correct,"['over', 'gar', 'ment']",Incorrect,Incorrect,"['under', '-g', 'ar', 'ment']",Correct,Correct,byte_level_bpe,1,Correct,under
14882,14882,understatement,overstatement,under-statement,under,GPT-4,"['under', 'statement']",Correct,Correct,"['over', 'statement']",Incorrect,Incorrect,"['under', '-st', 'atement']",Correct,Correct,byte_level_bpe,1,Correct,under
15282,15282,demotion,promotion,de-motion,de,GPT-4,"['dem', 'otion']",Incorrect,Correct,['promotion'],Not segmented,Not segmented,"['de', '-motion']",Correct,Correct,byte_level_bpe,1,Under-segmented,dem
15392,15392,overtime,regulation_time,over-time,over,GPT-4,"['o', 'vertime']",Incorrect,Incorrect,"['reg', 'ulation', '_time']",Incorrect,Incorrect,"['over', '-time']",Correct,Correct,byte_level_bpe,1,Over-segmented,o
15592,15592,insanity,sanity,in-sanity,in,GPT-4,"['ins', 'anity']",Incorrect,Correct,"['san', 'ity']",Incorrect,Incorrect,"['in', '-s', 'anity']",Correct,Correct,byte_level_bpe,1,Under-segmented,ins
15682,15682,integration,segregation,in-tegration,in,GPT-4,['integration'],Not segmented,Correct,"['se', 'gregation']",Incorrect,Incorrect,"['in', '-te', 'gr', 'ation']",Correct,Correct,byte_level_bpe,1,Under-segmented,integration
15882,15882,astigmatism,stigmatism,a-stigmatism,a,GPT-4,"['ast', 'igmat', 'ism']",Incorrect,Correct,"['st', 'igmat', 'ism']",Incorrect,Correct,"['a', '-st', 'igmat', 'ism']",Correct,Correct,byte_level_bpe,1,Under-segmented,ast
15922,15922,subtraction,addition,sub-traction,sub,GPT-4,"['sub', 'traction']",Correct,Correct,"['add', 'ition']",Incorrect,Incorrect,"['sub', '-tr', 'action']",Correct,Correct,byte_level_bpe,1,Correct,sub
15962,15962,inferior,superior,in-ferior,in,GPT-4,"['infer', 'ior']",Incorrect,Correct,"['super', 'ior']",Incorrect,Incorrect,"['in', '-', 'fer', 'ior']",Correct,Correct,byte_level_bpe,1,Under-segmented,infer
15972,15972,inferiority,superiority,in-feriority,in,GPT-4,"['infer', 'ior', 'ity']",Incorrect,Correct,"['super', 'ior', 'ity']",Incorrect,Incorrect,"['in', '-', 'fer', 'ior', 'ity']",Correct,Correct,byte_level_bpe,1,Under-segmented,infer
15992,15992,asynchronism,synchronism,a-synchronism,a,GPT-4,"['as', 'ynchron', 'ism']",Incorrect,Correct,"['s', 'ynchron', 'ism']",Incorrect,Incorrect,"['a', '-s', 'ynchron', 'ism']",Correct,Correct,byte_level_bpe,1,Under-segmented,as
16032,16032,intangibility,tangibility,in-tangibility,in,GPT-4,"['int', 'ang', 'ibility']",Incorrect,Correct,"['t', 'ang', 'ibility']",Incorrect,Incorrect,"['in', '-t', 'ang', 'ibility']",Correct,Correct,byte_level_bpe,1,Under-segmented,int
16152,16152,detribalisation,tribalisation,de-tribalisation,de,GPT-4,"['det', 'rib', 'al', 'isation']",Incorrect,Correct,"['trib', 'al', 'isation']",Incorrect,Incorrect,"['de', '-', 'trib', 'al', 'isation']",Correct,Correct,byte_level_bpe,1,Under-segmented,det
16162,16162,detribalization,tribalization,de-tribalization,de,GPT-4,"['det', 'rib', 'al', 'ization']",Incorrect,Correct,"['trib', 'al', 'ization']",Incorrect,Incorrect,"['de', '-', 'trib', 'al', 'ization']",Correct,Correct,byte_level_bpe,1,Under-segmented,det
16202,16202,antitype,type,anti-type,anti,GPT-4,"['antity', 'pe']",Incorrect,Correct,['type'],Not segmented,Not segmented,"['anti', '-type']",Correct,Correct,byte_level_bpe,1,Under-segmented,antity
16232,16232,unequivocalness,equivocalness,un-equivocalness,un,GPT-4,"['une', 'quiv', 'ocal', 'ness']",Incorrect,Correct,"['equiv', 'ocal', 'ness']",Incorrect,Incorrect,"['un', '-equiv', 'ocal', 'ness']",Correct,Correct,byte_level_bpe,1,Under-segmented,une
16342,16342,invariability,variability,in-variability,in,GPT-4,"['in', 'vari', 'ability']",Correct,Correct,"['vari', 'ability']",Incorrect,Incorrect,"['in', '-', 'vari', 'ability']",Correct,Correct,byte_level_bpe,1,Correct,in
16352,16352,invariableness,variableness,in-variableness,in,GPT-4,"['in', 'vari', 'ab', 'leness']",Correct,Correct,"['vari', 'ab', 'leness']",Incorrect,Incorrect,"['in', '-', 'vari', 'ab', 'leness']",Correct,Correct,byte_level_bpe,1,Correct,in
16502,16502,unambiguously,ambiguously,un-ambiguously,un,GPT-4,"['un', 'amb', 'igu', 'ously']",Correct,Correct,"['amb', 'igu', 'ously']",Incorrect,Incorrect,"['un', '-', 'amb', 'igu', 'ously']",Correct,Correct,byte_level_bpe,1,Correct,un
16622,16622,malevolently,benevolently,mal-evolently,mal,GPT-4,"['male', 'vol', 'ently']",Incorrect,Correct,"['b', 'ene', 'vol', 'ently']",Incorrect,Incorrect,"['mal', '-ev', 'ol', 'ently']",Correct,Correct,byte_level_bpe,1,Under-segmented,male
16632,16632,carelessly,carefully,care-lessly,less,GPT-4,"['care', 'lessly']",Incorrect,Correct,"['care', 'fully']",Incorrect,Incorrect,"['care', '-', 'lessly']",Incorrect,Correct,byte_level_bpe,1,Under-segmented,lessly
16642,16642,incautiously,cautiously,in-cautiously,in,GPT-4,"['in', 'ca', 'ut', 'iously']",Correct,Correct,"['ca', 'ut', 'iously']",Incorrect,Incorrect,"['in', '-ca', 'ut', 'iously']",Correct,Correct,byte_level_bpe,1,Correct,in
16652,16652,uncharacteristically,characteristically,un-characteristically,un,GPT-4,"['un', 'character', 'istically']",Correct,Correct,"['character', 'istically']",Incorrect,Incorrect,"['un', '-character', 'istically']",Correct,Correct,byte_level_bpe,1,Correct,un
16762,16762,unconditionally,conditionally,un-conditionally,un,GPT-4,"['un', 'conditionally']",Correct,Correct,['conditionally'],Not segmented,Not segmented,"['un', '-condition', 'ally']",Correct,Correct,byte_level_bpe,1,Correct,un
16882,16882,discourteously,courteously,dis-courteously,dis,GPT-4,"['disc', 'our', 'te', 'ously']",Incorrect,Correct,"['cour', 'te', 'ously']",Incorrect,Incorrect,"['dis', '-c', 'our', 'te', 'ously']",Correct,Correct,byte_level_bpe,1,Under-segmented,disc
16892,16892,uncritically,critically,un-critically,un,GPT-4,"['unc', 'rit', 'ically']",Incorrect,Correct,"['crit', 'ically']",Incorrect,Incorrect,"['un', '-c', 'rit', 'ically']",Correct,Correct,byte_level_bpe,1,Under-segmented,unc
16922,16922,indecorously,decorously,in-decorously,in,GPT-4,"['inde', 'cor', 'ously']",Incorrect,Correct,"['decor', 'ously']",Incorrect,Incorrect,"['in', '-de', 'cor', 'ously']",Correct,Correct,byte_level_bpe,1,Under-segmented,inde
16932,16932,defensively,offensively,de-fensively,de,GPT-4,"['def', 'ensively']",Incorrect,Correct,"['off', 'ensively']",Incorrect,Incorrect,"['de', '-f', 'ensively']",Correct,Correct,byte_level_bpe,1,Under-segmented,def
17042,17042,downwardly,upwardly,down-wardly,down,GPT-4,"['down', 'ward', 'ly']",Correct,Correct,"['up', 'ward', 'ly']",Incorrect,Incorrect,"['down', '-', 'ward', 'ly']",Correct,Correct,byte_level_bpe,1,Correct,down
17052,17052,downwards,upwards,down-wards,down,GPT-4,"['down', 'wards']",Correct,Correct,"['up', 'wards']",Incorrect,Incorrect,"['down', '-', 'wards']",Correct,Correct,byte_level_bpe,1,Correct,down
17122,17122,ineloquently,eloquently,in-eloquently,in,GPT-4,"['in', 'elo', 'qu', 'ently']",Correct,Correct,"['elo', 'qu', 'ently']",Incorrect,Incorrect,"['in', '-', 'elo', 'qu', 'ently']",Correct,Correct,byte_level_bpe,1,Correct,in
17242,17242,inexpressively,expressively,in-expressively,in,GPT-4,"['in', 'express', 'ively']",Correct,Correct,"['express', 'ively']",Incorrect,Incorrect,"['in', '-ex', 'press', 'ively']",Correct,Correct,byte_level_bpe,1,Correct,in
17292,17292,fearlessly,fearfully,fear-lessly,less,GPT-4,"['f', 'ear', 'lessly']",Incorrect,Correct,"['f', 'ear', 'fully']",Incorrect,Incorrect,"['f', 'ear', '-', 'lessly']",Incorrect,Correct,byte_level_bpe,1,Under-segmented,lessly
17542,17542,illicitly,licitly,il-licitly,il,GPT-4,"['il', 'licit', 'ly']",Correct,Correct,"['licit', 'ly']",Incorrect,Incorrect,"['il', '-', 'licit', 'ly']",Correct,Correct,byte_level_bpe,1,Correct,il
17622,17622,incomparably,comparably,in-comparably,in,GPT-4,"['in', 'com', 'par', 'ably']",Correct,Correct,"['com', 'par', 'ably']",Incorrect,Incorrect,"['in', '-com', 'par', 'ably']",Correct,Correct,byte_level_bpe,1,Correct,in
17632,17632,incredibly,credibly,in-credibly,in,GPT-4,"['in', 'cred', 'ibly']",Correct,Correct,"['cred', 'ibly']",Incorrect,Incorrect,"['in', '-', 'cred', 'ibly']",Correct,Correct,byte_level_bpe,1,Correct,in
17652,17652,outdoors,indoors,out-doors,out,GPT-4,"['out', 'doors']",Correct,Correct,"['indo', 'ors']",Incorrect,Incorrect,"['out', '-do', 'ors']",Correct,Correct,byte_level_bpe,1,Correct,out
17662,17662,infinitely,finitely,in-finitely,in,GPT-4,"['inf', 'initely']",Incorrect,Correct,"['f', 'initely']",Incorrect,Correct,"['in', '-f', 'initely']",Correct,Correct,byte_level_bpe,1,Under-segmented,inf
17672,17672,informally,formally,in-formally,in,GPT-4,"['inform', 'ally']",Incorrect,Correct,"['form', 'ally']",Incorrect,Incorrect,"['in', '-form', 'ally']",Correct,Correct,byte_level_bpe,1,Under-segmented,inform
17692,17692,inoffensively,offensively,in-offensively,in,GPT-4,"['in', 'off', 'ensively']",Correct,Correct,"['off', 'ensively']",Incorrect,Incorrect,"['in', '-off', 'ensively']",Correct,Correct,byte_level_bpe,1,Correct,in
17712,17712,insanely,sanely,in-sanely,in,GPT-4,"['ins', 'an', 'ely']",Incorrect,Correct,"['san', 'ely']",Incorrect,Incorrect,"['in', '-san', 'ely']",Correct,Correct,byte_level_bpe,1,Under-segmented,ins
17772,17772,internally,externally,in-ternally,in,GPT-4,"['intern', 'ally']",Incorrect,Correct,"['extern', 'ally']",Incorrect,Incorrect,"['in', '-', 'tern', 'ally']",Correct,Correct,byte_level_bpe,1,Under-segmented,intern
17972,17972,immorally,morally,im-morally,im,GPT-4,"['imm', 'or', 'ally']",Incorrect,Correct,"['mor', 'ally']",Incorrect,Incorrect,"['im', '-m', 'or', 'ally']",Correct,Correct,byte_level_bpe,1,Under-segmented,imm
18042,18042,aborad,orad,ab-orad,ab,GPT-4,"['abor', 'ad']",Incorrect,Correct,"['or', 'ad']",Incorrect,Incorrect,"['ab', '-or', 'ad']",Correct,Correct,byte_level_bpe,1,Under-segmented,abor
18062,18062,painlessly,painfully,pain-lessly,less,GPT-4,"['pain', 'lessly']",Incorrect,Correct,"['pain', 'fully']",Incorrect,Incorrect,"['pain', '-', 'lessly']",Incorrect,Correct,byte_level_bpe,1,Under-segmented,lessly
18212,18212,imprudently,prudently,im-prudently,im,GPT-4,"['im', 'pr', 'ud', 'ently']",Correct,Correct,"['pr', 'ud', 'ently']",Incorrect,Incorrect,"['im', '-pr', 'ud', 'ently']",Correct,Correct,byte_level_bpe,1,Correct,im
18382,18382,unselfishly,selfishly,un-selfishly,un,GPT-4,"['un', 'self', 'ishly']",Correct,Correct,"['self', 'ishly']",Incorrect,Incorrect,"['un', '-self', 'ishly']",Correct,Correct,byte_level_bpe,1,Correct,un
18412,18412,inseparably,separably,in-separably,in,GPT-4,"['in', 'se', 'par', 'ably']",Correct,Correct,"['se', 'par', 'ably']",Incorrect,Incorrect,"['in', '-se', 'par', 'ably']",Correct,Correct,byte_level_bpe,1,Correct,in
18422,18422,insignificantly,significantly,in-significantly,in,GPT-4,"['ins', 'ign', 'ificantly']",Incorrect,Correct,"['sign', 'ificantly']",Incorrect,Incorrect,"['in', '-sign', 'ificantly']",Correct,Correct,byte_level_bpe,1,Under-segmented,ins
18542,18542,tastelessly,tastefully,taste-lessly,less,GPT-4,"['t', 'aste', 'lessly']",Incorrect,Correct,"['t', 'ast', 'efully']",Incorrect,Incorrect,"['t', 'aste', '-', 'lessly']",Incorrect,Correct,byte_level_bpe,1,Under-segmented,lessly
18782,18782,degrade,aggrade,de-grade,de,GPT-4,"['de', 'grade']",Correct,Correct,"['ag', 'grade']",Incorrect,Correct,"['de', '-grade']",Correct,Correct,byte_level_bpe,1,Correct,de
18832,18832,descend,ascend,de-scend,de,GPT-4,"['desc', 'end']",Incorrect,Correct,"['asc', 'end']",Incorrect,Incorrect,"['de', '-sc', 'end']",Correct,Correct,byte_level_bpe,1,Under-segmented,desc
18882,18882,detach,attach,de-tach,de,GPT-4,['detach'],Not segmented,Correct,['attach'],Not segmented,Not segmented,"['de', '-t', 'ach']",Correct,Correct,byte_level_bpe,1,Under-segmented,detach
18992,18992,unbox,box,un-box,un,GPT-4,"['un', 'box']",Correct,Correct,['box'],Not segmented,Not segmented,"['un', '-box']",Correct,Correct,byte_level_bpe,1,Correct,un
19112,19112,discharge,enlist,dis-charge,dis,GPT-4,"['dis', 'charge']",Correct,Correct,"['en', 'list']",Incorrect,Incorrect,"['dis', '-', 'charge']",Correct,Correct,byte_level_bpe,1,Correct,dis
19172,19172,uncoil,coil,un-coil,un,GPT-4,"['un', 'coil']",Correct,Correct,['coil'],Not segmented,Not segmented,"['un', '-co', 'il']",Correct,Correct,byte_level_bpe,1,Correct,un
19182,19182,decolonise,colonise,de-colonise,de,GPT-4,"['de', 'colon', 'ise']",Correct,Correct,"['colon', 'ise']",Incorrect,Incorrect,"['de', '-col', 'on', 'ise']",Correct,Correct,byte_level_bpe,1,Correct,de
19232,19232,desecrate,consecrate,de-secrate,de,GPT-4,"['des', 'ec', 'rate']",Incorrect,Correct,"['con', 'sec', 'rate']",Incorrect,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,byte_level_bpe,1,Under-segmented,des
19302,19302,decrescendo,crescendo,de-crescendo,de,GPT-4,"['dec', 'res', 'c', 'endo']",Incorrect,Correct,"['c', 'res', 'c', 'endo']",Incorrect,Incorrect,"['de', '-c', 'res', 'c', 'endo']",Correct,Correct,byte_level_bpe,1,Under-segmented,dec
19312,19312,decriminalise,criminalise,de-criminalise,de,GPT-4,"['de', 'criminal', 'ise']",Correct,Correct,"['criminal', 'ise']",Incorrect,Incorrect,"['de', '-c', 'riminal', 'ise']",Correct,Correct,byte_level_bpe,1,Correct,de
19382,19382,demobilise,mobilise,de-mobilise,de,GPT-4,"['dem', 'obil', 'ise']",Incorrect,Correct,"['m', 'obil', 'ise']",Incorrect,Incorrect,"['de', '-m', 'obil', 'ise']",Correct,Correct,byte_level_bpe,1,Under-segmented,dem
19412,19412,denitrify,nitrify,de-nitrify,de,GPT-4,"['den', 'itr', 'ify']",Incorrect,Correct,"['n', 'itr', 'ify']",Incorrect,Incorrect,"['de', '-n', 'itr', 'ify']",Correct,Correct,byte_level_bpe,1,Under-segmented,den
19432,19432,depreciate,appreciate,de-preciate,de,GPT-4,"['de', 'preci', 'ate']",Correct,Correct,"['app', 'rec', 'iate']",Incorrect,Incorrect,"['de', '-pre', 'ci', 'ate']",Correct,Correct,byte_level_bpe,1,Correct,de
19452,19452,desensitise,sensitise,de-sensitise,de,GPT-4,"['des', 'ens', 'it', 'ise']",Incorrect,Correct,"['s', 'ens', 'it', 'ise']",Incorrect,Incorrect,"['de', '-s', 'ens', 'it', 'ise']",Correct,Correct,byte_level_bpe,1,Under-segmented,des
19512,19512,disembark,embark,dis-embark,dis,GPT-4,"['dis', 'emb', 'ark']",Correct,Correct,"['emb', 'ark']",Incorrect,Incorrect,"['dis', '-', 'emb', 'ark']",Correct,Correct,byte_level_bpe,1,Correct,dis
19552,19552,diverge,converge,di-verge,di,GPT-4,"['div', 'erge']",Incorrect,Correct,"['con', 'ver', 'ge']",Incorrect,Incorrect,"['di', '-ver', 'ge']",Correct,Correct,byte_level_bpe,1,Under-segmented,div
19572,19572,downgrade,upgrade,down-grade,down,GPT-4,"['down', 'grade']",Correct,Correct,['upgrade'],Not segmented,Not segmented,"['down', '-grade']",Correct,Correct,byte_level_bpe,1,Correct,down
19582,19582,undress,dress,un-dress,un,GPT-4,"['und', 'ress']",Incorrect,Correct,['dress'],Not segmented,Not segmented,"['un', '-d', 'ress']",Correct,Correct,byte_level_bpe,1,Under-segmented,und
19592,19592,depress,elate,de-press,de,GPT-4,"['de', 'press']",Correct,Correct,"['el', 'ate']",Incorrect,Incorrect,"['de', '-', 'press']",Correct,Correct,byte_level_bpe,1,Correct,de
19602,19602,demulsify,emulsify,de-mulsify,de,GPT-4,"['dem', 'uls', 'ify']",Incorrect,Correct,"['em', 'uls', 'ify']",Incorrect,Incorrect,"['de', '-m', 'uls', 'ify']",Correct,Correct,byte_level_bpe,1,Under-segmented,dem
19622,19622,decode,encode,de-code,de,GPT-4,['decode'],Not segmented,Correct,['encode'],Not segmented,Correct,"['de', '-code']",Correct,Correct,byte_level_bpe,1,Under-segmented,decode
19722,19722,excommunicate,communicate,ex-communicate,ex,GPT-4,"['ex', 'communic', 'ate']",Correct,Correct,"['communic', 'ate']",Incorrect,Incorrect,"['ex', '-', 'communic', 'ate']",Correct,Correct,byte_level_bpe,1,Correct,ex
19732,19732,import,export,im-port,im,GPT-4,['import'],Not segmented,Correct,['export'],Not segmented,Not segmented,"['im', '-port']",Correct,Correct,byte_level_bpe,1,Under-segmented,import
19752,19752,unfold,fold,un-fold,un,GPT-4,['unfold'],Not segmented,Correct,['fold'],Not segmented,Not segmented,"['un', '-fold']",Correct,Correct,byte_level_bpe,1,Under-segmented,unfold
