,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph
1192,1192,unblemished,blemished,un-blemished,un,cl100k_base,"['un', 'blem', 'ished']",Correct,Correct,"['blem', 'ished']",Incorrect,Incorrect,"['un', '-', 'blem', 'ished']",Correct,Correct,byte_level_bpe,0,Correct
1202,1202,unblended,blended,un-blended,un,cl100k_base,"['un', 'bl', 'ended']",Correct,Correct,"['bl', 'ended']",Incorrect,Incorrect,"['un', '-bl', 'ended']",Correct,Correct,byte_level_bpe,0,Correct
1212,1212,bloodless,bloody,blood-less,less,cl100k_base,"['blood', 'less']",Correct,Correct,"['blo', 'ody']",Incorrect,Incorrect,"['blood', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1222,1222,unbodied,bodied,un-bodied,un,cl100k_base,"['un', 'b', 'odied']",Correct,Correct,"['b', 'odied']",Incorrect,Incorrect,"['un', '-bodied']",Correct,Correct,byte_level_bpe,0,Correct
1232,1232,boneless,bony,bone-less,less,cl100k_base,"['bone', 'less']",Correct,Correct,"['b', 'ony']",Incorrect,Incorrect,"['bone', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1242,1242,unbordered,bordered,un-bordered,un,cl100k_base,"['un', 'border', 'ed']",Correct,Correct,"['border', 'ed']",Incorrect,Incorrect,"['un', '-bordered']",Correct,Correct,byte_level_bpe,0,Correct
1252,1252,unborn,born,un-born,un,cl100k_base,"['un', 'born']",Correct,Correct,['born'],Not segmented,Not segmented,"['un', '-born']",Correct,Correct,byte_level_bpe,0,Correct
1262,1262,bottomless,bottomed,bottom-less,less,cl100k_base,"['bottom', 'less']",Correct,Correct,"['bottom', 'ed']",Incorrect,Incorrect,"['bottom', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1272,1272,unbound,bound,un-bound,un,cl100k_base,"['un', 'bound']",Correct,Correct,['bound'],Not segmented,Correct,"['un', '-bound']",Correct,Correct,byte_level_bpe,0,Correct
1282,1282,ebracteate,bracteate,e-bracteate,e,cl100k_base,"['e', 'br', 'act', 'e', 'ate']",Correct,Correct,"['br', 'act', 'e', 'ate']",Correct,Correct,"['e', '-br', 'act', 'e', 'ate']",Correct,Correct,byte_level_bpe,0,Correct
1292,1292,unbrainwashed,brainwashed,un-brainwashed,un,cl100k_base,"['un', 'brain', 'w', 'ashed']",Correct,Correct,"['brain', 'w', 'ashed']",Incorrect,Incorrect,"['un', '-br', 'ain', 'w', 'ashed']",Correct,Correct,byte_level_bpe,0,Correct
1302,1302,abranchiate,branchiate,a-branchiate,a,cl100k_base,"['abr', 'anch', 'iate']",Incorrect,Correct,"['branch', 'iate']",Incorrect,Correct,"['a', '-', 'branch', 'iate']",Correct,Correct,byte_level_bpe,0,Under-segmented
1312,1312,branchless,branchy,branch-less,less,cl100k_base,"['branch', 'less']",Correct,Correct,"['branch', 'y']",Incorrect,Incorrect,"['branch', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1322,1322,unbranded,branded,un-branded,un,cl100k_base,"['un', 'br', 'anded']",Correct,Correct,"['br', 'anded']",Incorrect,Incorrect,"['un', '-br', 'anded']",Correct,Correct,byte_level_bpe,0,Correct
1332,1332,unbreakable,breakable,un-breakable,un,cl100k_base,"['un', 'break', 'able']",Correct,Correct,"['break', 'able']",Incorrect,Incorrect,"['un', '-break', 'able']",Correct,Correct,byte_level_bpe,0,Correct
1342,1342,breastless,breasted,breast-less,less,cl100k_base,"['bre', 'ast', 'less']",Correct,Correct,"['bre', 'asted']",Incorrect,Incorrect,"['bre', 'ast', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1352,1352,breathless,breathing,breath-less,less,cl100k_base,"['bre', 'ath', 'less']",Correct,Correct,"['bre', 'athing']",Incorrect,Incorrect,"['bre', 'ath', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1362,1362,unbridgeable,bridgeable,un-bridgeable,un,cl100k_base,"['un', 'bridge', 'able']",Correct,Correct,"['bridge', 'able']",Incorrect,Incorrect,"['un', '-', 'bridge', 'able']",Correct,Correct,byte_level_bpe,0,Correct
1372,1372,unbroken,broken,un-broken,un,cl100k_base,"['un', 'broken']",Correct,Correct,['broken'],Not segmented,Not segmented,"['un', '-b', 'roken']",Correct,Correct,byte_level_bpe,0,Correct
1382,1382,unburdened,burdened,un-burdened,un,cl100k_base,"['un', 'bur', 'den', 'ed']",Correct,Correct,"['bur', 'den', 'ed']",Incorrect,Incorrect,"['un', '-b', 'ur', 'den', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
1392,1392,unburied,buried,un-buried,un,cl100k_base,"['un', 'bur', 'ied']",Correct,Correct,"['bur', 'ied']",Incorrect,Incorrect,"['un', '-b', 'ur', 'ied']",Correct,Correct,byte_level_bpe,0,Correct
1402,1402,unbuttoned,buttoned,un-buttoned,un,cl100k_base,"['un', 'button', 'ed']",Correct,Correct,"['button', 'ed']",Incorrect,Incorrect,"['un', '-button', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
1412,1412,discalced,calced,dis-calced,dis,cl100k_base,"['d', 'iscal', 'ced']",Incorrect,Incorrect,"['cal', 'ced']",Incorrect,Incorrect,"['dis', '-cal', 'ced']",Correct,Correct,byte_level_bpe,0,Over-segmented
1422,1422,incalculable,calculable,in-calculable,in,cl100k_base,"['inc', 'al', 'cul', 'able']",Incorrect,Correct,"['calcul', 'able']",Incorrect,Incorrect,"['in', '-cal', 'cul', 'able']",Correct,Correct,byte_level_bpe,0,Under-segmented
1432,1432,uncamphorated,camphorated,un-camphorated,un,cl100k_base,"['unc', 'am', 'ph', 'or', 'ated']",Incorrect,Correct,"['cam', 'ph', 'or', 'ated']",Incorrect,Incorrect,"['un', '-c', 'am', 'ph', 'or', 'ated']",Correct,Correct,byte_level_bpe,0,Under-segmented
1442,1442,incapable,capable,in-capable,in,cl100k_base,"['inc', 'ap', 'able']",Incorrect,Correct,"['cap', 'able']",Incorrect,Incorrect,"['in', '-cap', 'able']",Correct,Correct,byte_level_bpe,0,Under-segmented
1452,1452,uncared-for,cared-for,un-cared-for,un,cl100k_base,"['unc', 'ared', '-for']",Incorrect,Correct,"['c', 'ared', '-for']",Incorrect,Incorrect,"['un', '-c', 'ared', '-for']",Correct,Correct,byte_level_bpe,0,Under-segmented
1462,1462,careless,careful,care-less,less,cl100k_base,"['care', 'less']",Correct,Correct,"['care', 'ful']",Incorrect,Incorrect,"['care', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1472,1472,acarpelous,carpellate,a-carpelous,a,cl100k_base,"['ac', 'arp', 'el', 'ous']",Incorrect,Correct,"['car', 'pell', 'ate']",Incorrect,Correct,"['a', '-c', 'arp', 'el', 'ous']",Correct,Correct,byte_level_bpe,0,Under-segmented
1482,1482,uncarpeted,carpeted,un-carpeted,un,cl100k_base,"['unc', 'ar', 'pet', 'ed']",Incorrect,Correct,"['car', 'pet', 'ed']",Incorrect,Incorrect,"['un', '-car', 'pet', 'ed']",Correct,Correct,byte_level_bpe,0,Under-segmented
1492,1492,uncarved,carved,un-carved,un,cl100k_base,"['unc', 'ar', 'ved']",Incorrect,Correct,"['car', 'ved']",Incorrect,Incorrect,"['un', '-car', 'ved']",Correct,Correct,byte_level_bpe,0,Under-segmented
1502,1502,uncastrated,castrated,un-castrated,un,cl100k_base,"['un', 'ca', 'str', 'ated']",Correct,Correct,"['ca', 'str', 'ated']",Incorrect,Incorrect,"['un', '-ca', 'str', 'ated']",Correct,Correct,byte_level_bpe,0,Correct
1512,1512,hypercatalectic,catalectic,hyper-catalectic,hyper,cl100k_base,"['hy', 'perc', 'ata', 'lectic']",Incorrect,Incorrect,"['c', 'ata', 'lectic']",Incorrect,Incorrect,"['hyper', '-c', 'ata', 'lectic']",Correct,Correct,byte_level_bpe,1,Over-segmented
1522,1522,syncategorematic,categorematic,syn-categorematic,syn,cl100k_base,"['sync', 'ateg', 'orem', 'atic']",Incorrect,Correct,"['c', 'ateg', 'orem', 'atic']",Incorrect,Incorrect,"['syn', '-c', 'ateg', 'orem', 'atic']",Correct,Correct,byte_level_bpe,1,Under-segmented
1532,1532,acaulescent,caulescent,a-caulescent,a,cl100k_base,"['aca', 'ules', 'cent']",Incorrect,Correct,"['ca', 'ules', 'cent']",Incorrect,Correct,"['a', '-ca', 'ules', 'cent']",Correct,Correct,byte_level_bpe,0,Under-segmented
1542,1542,uncaulked,caulked,un-caulked,un,cl100k_base,"['un', 'ca', 'ulk', 'ed']",Correct,Correct,"['ca', 'ulk', 'ed']",Incorrect,Incorrect,"['un', '-ca', 'ulk', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
1552,1552,noncausative,causative,non-causative,non,cl100k_base,"['non', 'ca', 'us', 'ative']",Correct,Correct,"['ca', 'us', 'ative']",Incorrect,Incorrect,"['non', '-ca', 'us', 'ative']",Correct,Correct,byte_level_bpe,0,Correct
1562,1562,incautious,cautious,in-cautious,in,cl100k_base,"['in', 'ca', 'ut', 'ious']",Correct,Correct,"['ca', 'ut', 'ious']",Incorrect,Incorrect,"['in', '-ca', 'ut', 'ious']",Correct,Correct,byte_level_bpe,0,Correct
1572,1572,noncellular,cellular,non-cellular,non,cl100k_base,"['non', 'cell', 'ular']",Correct,Correct,"['cell', 'ular']",Incorrect,Incorrect,"['non', '-cell', 'ular']",Correct,Correct,byte_level_bpe,0,Correct
1582,1582,uncensored,censored,un-censored,un,cl100k_base,"['unc', 'ensored']",Incorrect,Correct,"['c', 'ensored']",Incorrect,Incorrect,"['un', '-c', 'ensored']",Correct,Correct,byte_level_bpe,0,Under-segmented
1592,1592,decentralized,centralized,de-centralized,de,cl100k_base,"['de', 'central', 'ized']",Correct,Correct,"['central', 'ized']",Incorrect,Incorrect,"['de', '-central', 'ized']",Correct,Correct,byte_level_bpe,0,Correct
1602,1602,decentralizing,centralizing,de-centralizing,de,cl100k_base,"['de', 'central', 'izing']",Correct,Correct,"['central', 'izing']",Incorrect,Incorrect,"['de', '-central', 'izing']",Correct,Correct,byte_level_bpe,0,Correct
1612,1612,uncertain,certain,un-certain,un,cl100k_base,"['unc', 'ertain']",Incorrect,Correct,"['c', 'ertain']",Incorrect,Incorrect,"['un', '-c', 'ertain']",Correct,Correct,byte_level_bpe,0,Under-segmented
1622,1622,uncertified,certified,un-certified,un,cl100k_base,"['unc', 'ert', 'ified']",Incorrect,Correct,"['cert', 'ified']",Incorrect,Incorrect,"['un', '-cert', 'ified']",Correct,Correct,byte_level_bpe,0,Under-segmented
1632,1632,unchangeable,changeable,un-changeable,un,cl100k_base,"['unch', 'ange', 'able']",Incorrect,Correct,"['change', 'able']",Incorrect,Incorrect,"['un', '-change', 'able']",Correct,Correct,byte_level_bpe,0,Under-segmented
1642,1642,unchanged,changed,un-changed,un,cl100k_base,"['unch', 'anged']",Incorrect,Correct,['changed'],Not segmented,Not segmented,"['un', '-ch', 'anged']",Correct,Correct,byte_level_bpe,0,Under-segmented
1652,1652,uncharacteristic,characteristic,un-characteristic,un,cl100k_base,"['un', 'character', 'istic']",Correct,Correct,"['character', 'istic']",Incorrect,Incorrect,"['un', '-character', 'istic']",Correct,Correct,byte_level_bpe,0,Correct
1662,1662,uncharged,charged,un-charged,un,cl100k_base,"['unch', 'arged']",Incorrect,Correct,['charged'],Not segmented,Not segmented,"['un', '-ch', 'arged']",Correct,Correct,byte_level_bpe,0,Under-segmented
1672,1672,uncharitable,charitable,un-charitable,un,cl100k_base,"['un', 'char', 'itable']",Correct,Correct,"['char', 'itable']",Incorrect,Incorrect,"['un', '-char', 'itable']",Correct,Correct,byte_level_bpe,0,Correct
1682,1682,unchartered,chartered,un-chartered,un,cl100k_base,"['un', 'char', 'tered']",Correct,Correct,"['char', 'tered']",Incorrect,Incorrect,"['un', '-char', 'tered']",Correct,Correct,byte_level_bpe,0,Correct
1692,1692,unchaste,chaste,un-chaste,un,cl100k_base,"['unch', 'aste']",Incorrect,Correct,"['ch', 'aste']",Incorrect,Incorrect,"['un', '-ch', 'aste']",Correct,Correct,byte_level_bpe,0,Under-segmented
1702,1702,anticholinergic,cholinergic,anti-cholinergic,anti,cl100k_base,"['ant', 'ich', 'olin', 'ergic']",Incorrect,Incorrect,"['ch', 'olin', 'ergic']",Incorrect,Incorrect,"['anti', '-ch', 'olin', 'ergic']",Correct,Correct,byte_level_bpe,1,Over-segmented
1712,1712,achondritic,chondritic,a-chondritic,a,cl100k_base,"['ach', 'ond', 'ritic']",Incorrect,Correct,"['ch', 'ond', 'ritic']",Incorrect,Incorrect,"['a', '-ch', 'ond', 'ritic']",Correct,Correct,byte_level_bpe,1,Under-segmented
1722,1722,unchristian,christian,un-christian,un,cl100k_base,"['unch', 'rist', 'ian']",Incorrect,Correct,"['christ', 'ian']",Incorrect,Incorrect,"['un', '-ch', 'rist', 'ian']",Correct,Correct,byte_level_bpe,0,Under-segmented
1732,1732,achromatic,chromatic,a-chromatic,a,cl100k_base,"['ach', 'romatic']",Incorrect,Correct,"['chrom', 'atic']",Incorrect,Correct,"['a', '-ch', 'romatic']",Correct,Correct,byte_level_bpe,0,Under-segmented
1742,1742,achromatinic,chromatinic,a-chromatinic,a,cl100k_base,"['ach', 'rom', 'atin', 'ic']",Incorrect,Correct,"['chrom', 'atin', 'ic']",Incorrect,Correct,"['a', '-ch', 'rom', 'atin', 'ic']",Correct,Correct,byte_level_bpe,0,Under-segmented
1752,1752,tramontane,cismontane,tra-montane,tra,cl100k_base,"['tram', 'ont', 'ane']",Incorrect,Correct,"['c', 'ism', 'ont', 'ane']",Incorrect,Incorrect,"['tra', '-m', 'ont', 'ane']",Correct,Correct,byte_level_bpe,1,Under-segmented
1762,1762,uncivil,civil,un-civil,un,cl100k_base,"['unc', 'ivil']",Incorrect,Correct,['civil'],Not segmented,Not segmented,"['un', '-c', 'ivil']",Correct,Correct,byte_level_bpe,0,Under-segmented
1772,1772,noncivilized,civilized,non-civilized,non,cl100k_base,"['non', 'civil', 'ized']",Correct,Correct,"['civil', 'ized']",Incorrect,Incorrect,"['non', '-c', 'ivil', 'ized']",Correct,Correct,byte_level_bpe,0,Correct
1782,1782,nonclassical,classical,non-classical,non,cl100k_base,"['non', 'class', 'ical']",Correct,Correct,"['class', 'ical']",Incorrect,Incorrect,"['non', '-class', 'ical']",Correct,Correct,byte_level_bpe,0,Correct
1792,1792,unclassified,classified,un-classified,un,cl100k_base,"['un', 'classified']",Correct,Correct,['classified'],Not segmented,Not segmented,"['un', '-class', 'ified']",Correct,Correct,byte_level_bpe,0,Correct
1802,1802,unclean,clean,un-clean,un,cl100k_base,"['unc', 'lean']",Incorrect,Correct,['clean'],Not segmented,Not segmented,"['un', '-clean']",Correct,Correct,byte_level_bpe,0,Under-segmented
1812,1812,unclear,clear,un-clear,un,cl100k_base,"['unc', 'lear']",Incorrect,Correct,['clear'],Not segmented,Not segmented,"['un', '-clear']",Correct,Correct,byte_level_bpe,0,Under-segmented
1822,1822,uncleared,cleared,un-cleared,un,cl100k_base,"['unc', 'leared']",Incorrect,Correct,"['cle', 'ared']",Incorrect,Incorrect,"['un', '-c', 'leared']",Correct,Correct,byte_level_bpe,0,Under-segmented
1832,1832,inclement,clement,in-clement,in,cl100k_base,"['inc', 'lement']",Incorrect,Correct,"['c', 'lement']",Incorrect,Incorrect,"['in', '-c', 'lement']",Correct,Correct,byte_level_bpe,0,Under-segmented
1842,1842,anticlimactic,climactic,anti-climactic,anti,cl100k_base,"['antic', 'lim', 'actic']",Incorrect,Correct,"['cl', 'im', 'actic']",Incorrect,Incorrect,"['anti', '-cl', 'im', 'actic']",Correct,Correct,byte_level_bpe,0,Under-segmented
1852,1852,unclothed,clothed,un-clothed,un,cl100k_base,"['unc', 'loth', 'ed']",Incorrect,Correct,"['clo', 'thed']",Incorrect,Incorrect,"['un', '-c', 'loth', 'ed']",Correct,Correct,byte_level_bpe,0,Under-segmented
1862,1862,inland,coastal,in-land,in,cl100k_base,"['in', 'land']",Correct,Correct,"['co', 'ast', 'al']",Incorrect,Incorrect,"['in', '-', 'land']",Correct,Correct,byte_level_bpe,1,Correct
1872,1872,uncoated,coated,un-coated,un,cl100k_base,"['un', 'co', 'ated']",Correct,Correct,"['co', 'ated']",Incorrect,Incorrect,"['un', '-co', 'ated']",Correct,Correct,byte_level_bpe,0,Correct
1882,1882,incoherent,coherent,in-coherent,in,cl100k_base,"['in', 'co', 'herent']",Correct,Correct,"['co', 'herent']",Incorrect,Incorrect,"['in', '-co', 'herent']",Correct,Correct,byte_level_bpe,0,Correct
1892,1892,uncoiled,coiled,un-coiled,un,cl100k_base,"['un', 'co', 'iled']",Correct,Correct,"['co', 'iled']",Incorrect,Incorrect,"['un', '-co', 'iled']",Correct,Correct,byte_level_bpe,0,Correct
1902,1902,noncollapsible,collapsible,non-collapsible,non,cl100k_base,"['non', 'coll', 'apsible']",Correct,Correct,"['coll', 'apsible']",Incorrect,Incorrect,"['non', '-c', 'oll', 'apsible']",Correct,Correct,byte_level_bpe,0,Correct
1912,1912,uncollected,collected,un-collected,un,cl100k_base,"['unc', 'ol', 'lected']",Incorrect,Correct,"['col', 'lected']",Incorrect,Incorrect,"['un', '-col', 'lected']",Correct,Correct,byte_level_bpe,0,Under-segmented
1922,1922,distributive,collective,dis-tributive,dis,cl100k_base,"['d', 'istrib', 'utive']",Incorrect,Incorrect,"['collect', 'ive']",Incorrect,Incorrect,"['dis', '-', 'trib', 'utive']",Correct,Correct,byte_level_bpe,1,Over-segmented
1932,1932,uncolored,colored,un-colored,un,cl100k_base,"['unc', 'ol', 'ored']",Incorrect,Correct,"['col', 'ored']",Incorrect,Incorrect,"['un', '-colored']",Correct,Correct,byte_level_bpe,0,Under-segmented
1942,1942,colorless,colorful,color-less,less,cl100k_base,"['color', 'less']",Correct,Correct,"['color', 'ful']",Incorrect,Incorrect,"['color', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1952,1952,colourless,colourful,colour-less,less,cl100k_base,"['colour', 'less']",Correct,Correct,"['colour', 'ful']",Incorrect,Incorrect,"['colour', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
1962,1962,noncolumned,columned,non-columned,non,cl100k_base,"['non', 'column', 'ed']",Correct,Correct,"['column', 'ed']",Incorrect,Incorrect,"['non', '-column', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
1972,1972,uncombed,combed,un-combed,un,cl100k_base,"['un', 'com', 'bed']",Correct,Correct,"['com', 'bed']",Incorrect,Incorrect,"['un', '-com', 'bed']",Correct,Correct,byte_level_bpe,0,Correct
1982,1982,noncombinative,combinative,non-combinative,non,cl100k_base,"['non', 'com', 'bin', 'ative']",Correct,Correct,"['com', 'bin', 'ative']",Incorrect,Incorrect,"['non', '-com', 'bin', 'ative']",Correct,Correct,byte_level_bpe,0,Correct
1992,1992,uncombined,combined,un-combined,un,cl100k_base,"['un', 'combined']",Correct,Correct,['combined'],Not segmented,Not segmented,"['un', '-com', 'b', 'ined']",Correct,Correct,byte_level_bpe,0,Correct
2002,2002,noncombustible,combustible,non-combustible,non,cl100k_base,"['non', 'comb', 'ust', 'ible']",Correct,Correct,"['comb', 'ust', 'ible']",Incorrect,Incorrect,"['non', '-com', 'b', 'ust', 'ible']",Correct,Correct,byte_level_bpe,0,Correct
2012,2012,uncomfortable,comfortable,un-comfortable,un,cl100k_base,"['un', 'comfort', 'able']",Correct,Correct,"['comfort', 'able']",Incorrect,Incorrect,"['un', '-com', 'fort', 'able']",Correct,Correct,byte_level_bpe,0,Correct
2022,2022,incommensurate,commensurate,in-commensurate,in,cl100k_base,"['in', 'comm', 'ens', 'urate']",Correct,Correct,"['comm', 'ens', 'urate']",Incorrect,Incorrect,"['in', '-comm', 'ens', 'urate']",Correct,Correct,byte_level_bpe,0,Correct
2032,2032,noncommercial,commercial,non-commercial,non,cl100k_base,"['non', 'commercial']",Correct,Correct,['commercial'],Not segmented,Not segmented,"['non', '-commercial']",Correct,Correct,byte_level_bpe,0,Correct
2042,2042,noncommissioned,commissioned,non-commissioned,non,cl100k_base,"['non', 'commission', 'ed']",Correct,Correct,"['commission', 'ed']",Incorrect,Incorrect,"['non', '-com', 'mission', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
2052,2052,uncommitted,committed,un-committed,un,cl100k_base,"['un', 'committed']",Correct,Correct,['committed'],Not segmented,Not segmented,"['un', '-comm', 'itted']",Correct,Correct,byte_level_bpe,0,Correct
2062,2062,incommodious,commodious,in-commodious,in,cl100k_base,"['in', 'com', 'mod', 'ious']",Correct,Correct,"['com', 'mod', 'ious']",Incorrect,Incorrect,"['in', '-com', 'mod', 'ious']",Correct,Correct,byte_level_bpe,0,Correct
2072,2072,uncommon,common,un-common,un,cl100k_base,"['un', 'common']",Correct,Correct,['common'],Not segmented,Not segmented,"['un', '-common']",Correct,Correct,byte_level_bpe,0,Correct
2082,2082,uncommunicative,communicative,un-communicative,un,cl100k_base,"['un', 'communic', 'ative']",Correct,Correct,"['communic', 'ative']",Incorrect,Correct,"['un', '-', 'communic', 'ative']",Correct,Correct,byte_level_bpe,0,Correct
2092,2092,incommutable,commutable,in-commutable,in,cl100k_base,"['in', 'comm', 'utable']",Correct,Correct,"['comm', 'utable']",Incorrect,Incorrect,"['in', '-comm', 'utable']",Correct,Correct,byte_level_bpe,0,Correct
2102,2102,incomparable,comparable,in-comparable,in,cl100k_base,"['in', 'com', 'parable']",Correct,Correct,"['com', 'parable']",Incorrect,Incorrect,"['in', '-com', 'parable']",Correct,Correct,byte_level_bpe,0,Correct
2112,2112,uncompartmented,compartmented,un-compartmented,un,cl100k_base,"['un', 'comp', 'artment', 'ed']",Correct,Correct,"['comp', 'artment', 'ed']",Incorrect,Incorrect,"['un', '-comp', 'artment', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
